time_in_cycles,T50,P30,Ps30,Nc,NRf,phi,BPR,W32,htBleed,RUL
83,1397.12,553.73,47.31,9054.8,2388.01,522.27,8.4392,23.4182,393,70
84,1401.31,553.76,47.42,9057.0,2387.94,521.99,8.3855,23.3997,392,69
85,1403.94,553.91,47.16,9054.86,2388.04,521.67,8.4167,23.3541,391,68
86,1406.73,554.03,47.34,9060.55,2388.01,521.78,8.3722,23.2648,392,67
87,1400.32,553.98,47.36,9065.89,2388.03,521.77,8.4347,23.305,392,66
88,1400.61,553.87,47.36,9062.82,2388.05,522.32,8.4206,23.2645,394,65
89,1406.36,554.51,47.26,9059.06,2388.0,521.59,8.4282,23.347,391,64
90,1397.63,554.05,47.4,9060.22,2388.03,522.21,8.4036,23.3452,393,63
91,1399.87,553.74,47.5,9058.99,2388.0,522.59,8.432,23.3659,392,62
92,1406.01,554.36,47.39,9061.24,2388.09,522.1,8.4308,23.3362,393,61
93,1401.09,554.04,47.26,9055.37,2388.05,522.29,8.4119,23.392,393,60
94,1402.16,554.17,47.44,9061.99,2388.04,521.67,8.4207,23.3952,392,59
95,1403.38,554.2,47.18,9055.87,2388.1,521.83,8.4371,23.3558,394,58
96,1392.8,554.1,47.44,9055.52,2388.04,522.19,8.4396,23.3494,393,57
97,1406.45,553.88,47.33,9054.91,2388.14,522.13,8.425,23.3445,393,56
98,1412.46,553.12,47.34,9050.9,2388.07,521.67,8.436,23.3322,391,55
99,1402.73,554.1,47.67,9062.5,2388.04,521.78,8.4301,23.3724,393,54
100,1403.67,553.86,47.53,9059.96,2388.13,521.67,8.376,23.3342,392,53
101,1409.68,553.48,47.32,9052.58,2388.06,521.5,8.4139,23.3181,391,52
102,1407.89,553.79,47.48,9064.1,2388.15,520.9,8.4006,23.2928,394,51
103,1403.56,553.08,47.53,9050.84,2388.09,521.83,8.4197,23.3005,392,50
104,1409.31,553.75,47.36,9053.77,2388.1,521.7,8.4166,23.3102,392,49
105,1404.53,553.52,47.31,9052.66,2388.11,521.74,8.4415,23.3304,392,48
106,1412.25,553.63,47.52,9064.34,2388.16,521.71,8.4075,23.14,393,47
107,1414.42,553.64,47.46,9059.17,2388.14,521.33,8.4334,23.292,392,46
108,1409.79,553.58,47.57,9056.41,2388.07,521.1,8.4276,23.3239,394,45
109,1404.41,552.97,47.58,9050.36,2388.1,521.16,8.4642,23.1654,395,44
110,1403.83,553.71,47.51,9049.55,2388.1,521.65,8.3939,23.2801,393,43
111,1410.33,553.38,47.39,9058.17,2388.1,521.14,8.4117,23.4121,394,42
112,1415.42,553.1,47.45,9053.42,2388.07,521.82,8.4217,23.3041,392,41
113,1416.27,553.62,47.63,9053.4,2388.12,521.59,8.4451,23.2377,393,40
114,1411.15,553.58,47.44,9048.45,2388.13,521.35,8.452,23.1795,392,39
115,1401.63,552.91,47.61,9054.82,2388.09,521.46,8.4641,23.318,394,38
116,1410.38,553.7,47.56,9060.02,2388.13,521.21,8.4315,23.2439,393,37
117,1405.07,552.44,47.51,9044.68,2388.15,521.06,8.4438,23.3876,393,36
118,1409.37,552.73,47.56,9049.92,2388.13,520.83,8.4458,23.3416,394,35
119,1406.96,553.14,47.55,9063.09,2388.11,521.2,8.4191,23.3339,392,34
120,1417.4,553.83,47.52,9047.21,2388.09,521.12,8.4594,23.3171,392,33
121,1409.86,552.6,47.57,9053.17,2388.14,521.21,8.4269,23.2646,395,32
122,1408.93,553.55,47.53,9047.01,2388.14,521.1,8.4356,23.1528,392,31
123,1413.31,552.24,47.67,9051.48,2388.15,520.84,8.4648,23.3099,395,30
124,1411.06,552.29,47.71,9056.07,2388.13,521.42,8.4741,23.2458,393,29
125,1408.54,553.82,47.64,9059.11,2388.15,520.88,8.4727,23.2334,395,28
126,1411.58,553.02,47.74,9051.04,2388.14,521.08,8.4586,23.2517,394,27
127,1407.78,552.68,47.69,9042.65,2388.2,521.27,8.4859,23.2031,394,26
128,1403.65,552.56,47.54,9045.68,2388.18,521.42,8.4993,23.3589,394,25
129,1411.54,552.27,47.63,9051.08,2388.12,520.96,8.4903,23.3984,394,24
130,1417.3,552.08,47.44,9045.25,2388.17,520.81,8.4477,23.1168,393,23
131,1412.31,552.5,47.82,9046.62,2388.17,520.63,8.4692,23.282,393,22
132,1411.96,553.15,47.86,9047.84,2388.17,520.35,8.4987,23.1282,394,21
133,1416.3,552.85,47.68,9051.72,2388.13,520.52,8.4577,23.1412,392,20
134,1423.85,552.33,47.95,9044.4,2388.25,520.51,8.4809,23.2528,395,19
135,1418.04,551.92,47.98,9049.49,2388.21,520.83,8.4868,23.223,395,18
136,1420.28,552.61,47.99,9054.03,2388.24,520.59,8.4735,23.1708,394,17
137,1410.59,552.71,47.93,9045.79,2388.24,521.29,8.4524,23.1601,395,16
138,1423.18,551.72,47.79,9043.91,2388.2,520.76,8.4836,23.2241,394,15
139,1420.03,551.89,47.96,9041.51,2388.3,520.2,8.4889,23.1875,397,14
140,1419.69,551.43,47.75,9042.28,2388.26,519.67,8.4624,23.1125,393,13
141,1416.42,551.51,47.84,9038.86,2388.23,520.68,8.4731,23.1204,397,12
142,1422.05,552.18,48.1,9039.02,2388.22,520.19,8.4803,23.1883,396,11
143,1409.22,551.47,47.99,9036.02,2388.35,520.61,8.5015,23.1346,395,10
144,1424.77,551.81,47.87,9032.77,2388.27,520.68,8.4888,23.255,397,9
145,1432.39,551.84,48.04,9044.65,2388.26,520.18,8.51,23.2066,394,8
146,1425.83,550.83,47.96,9042.78,2388.26,519.86,8.4933,23.1039,395,7
147,1423.98,551.99,48.04,9044.51,2388.28,519.61,8.5084,23.1239,397,6
148,1430.73,551.63,48.12,9043.36,2388.24,519.67,8.4933,23.1135,395,5
149,1428.48,550.57,48.21,9037.18,2388.33,520.37,8.5306,23.1331,396,4
150,1428.51,550.94,47.99,9045.59,2388.32,520.07,8.5321,23.1119,395,3
151,1427.38,551.12,48.25,9042.14,2388.28,519.67,8.5206,23.0744,396,2
152,1426.13,551.38,48.2,9040.12,2388.3,519.53,8.5036,23.1309,395,1
153,1432.83,551.19,48.08,9030.23,2388.34,519.73,8.5197,23.1362,396,0
1,1408.97,553.37,47.6,9055.8,2388.08,521.13,8.4472,23.2739,394,201
2,1410.63,553.74,47.69,9059.79,2388.08,520.88,8.4827,23.2101,394,200
3,1415.2,553.39,47.75,9054.91,2388.14,521.5,8.4491,23.2292,394,199
4,1406.68,552.85,47.5,9053.77,2388.1,520.89,8.4858,23.2697,392,198
5,1409.5,553.29,47.75,9057.02,2388.16,521.29,8.4467,23.253,393,197
6,1405.56,553.33,47.77,9061.77,2388.08,521.32,8.4496,23.3112,394,196
7,1400.12,553.42,47.63,9064.08,2388.13,521.06,8.4399,23.2641,393,195
8,1412.13,553.05,47.61,9061.81,2388.13,520.63,8.4374,23.204,394,194
9,1406.29,553.14,47.55,9060.51,2388.12,521.45,8.4236,23.2657,394,193
10,1407.68,552.93,47.65,9054.16,2388.09,521.1,8.4651,23.4151,394,192
11,1409.66,552.51,47.39,9052.27,2388.13,521.22,8.4563,23.2859,393,191
12,1413.91,553.44,47.63,9061.18,2388.14,520.83,8.4068,23.2115,395,190
13,1411.43,553.53,47.73,9059.76,2388.09,521.09,8.4528,23.2095,393,189
14,1412.5,553.5,47.58,9056.71,2388.15,521.25,8.4475,23.2269,393,188
15,1409.03,553.47,47.77,9063.58,2388.09,520.82,8.465,23.1692,392,187
16,1409.58,553.5,47.55,9056.75,2388.13,521.75,8.4559,23.1988,395,186
17,1412.03,553.07,47.47,9059.87,2388.11,520.77,8.4574,23.3128,394,185
18,1409.59,553.59,47.44,9060.55,2388.12,521.32,8.4463,23.2896,392,184
19,1412.68,552.84,47.49,9066.34,2388.13,521.27,8.432,23.388,394,183
20,1413.35,552.46,47.6,9060.45,2388.12,521.41,8.4176,23.3693,393,182
21,1410.24,552.6,47.67,9057.91,2388.07,521.62,8.445,23.2409,393,181
22,1407.94,553.07,47.46,9066.27,2388.14,521.4,8.4284,23.4009,392,180
23,1420.02,553.33,47.68,9058.75,2388.1,521.2,8.4516,23.3824,393,179
24,1405.83,553.37,47.65,9060.56,2388.07,521.53,8.4074,23.3852,393,178
25,1416.26,553.22,47.6,9058.37,2388.11,520.8,8.4524,23.1491,393,177
26,1409.87,553.49,47.5,9058.18,2388.12,521.83,8.4647,23.2384,393,176
27,1415.65,552.73,47.55,9066.67,2388.08,520.78,8.4371,23.3053,394,175
28,1415.54,553.62,47.56,9058.81,2388.09,521.52,8.4652,23.3794,393,174
29,1415.63,553.27,47.59,9064.34,2388.11,521.36,8.4152,23.2144,393,173
30,1404.77,553.24,47.61,9057.26,2388.11,521.39,8.4608,23.2144,394,172
31,1401.68,553.75,47.55,9060.3,2388.11,521.38,8.4565,23.3183,392,171
32,1408.02,553.59,47.54,9053.72,2388.11,521.27,8.44,23.2433,393,170
33,1409.96,553.41,47.32,9062.43,2388.13,521.57,8.4341,23.3394,392,169
34,1409.91,552.43,47.58,9060.99,2388.12,520.97,8.4607,23.2984,392,168
35,1416.38,553.43,47.52,9062.4,2388.13,521.02,8.4554,23.3328,395,167
36,1412.53,553.0,47.49,9061.67,2388.09,521.37,8.4497,23.2919,394,166
37,1406.74,553.05,47.56,9046.72,2388.12,521.63,8.4495,23.208,394,165
38,1410.17,553.06,47.42,9057.99,2388.11,521.49,8.5098,23.2678,393,164
39,1408.61,552.99,47.5,9059.74,2388.13,521.49,8.459,23.2896,394,163
40,1412.18,552.75,47.72,9064.13,2388.09,521.08,8.4348,23.2737,394,162
41,1410.36,553.17,47.51,9053.62,2388.11,520.95,8.4284,23.3166,394,161
42,1404.56,552.74,47.44,9057.03,2388.12,521.6,8.4496,23.2515,393,160
43,1405.88,552.94,47.5,9063.8,2388.11,521.85,8.4728,23.3286,393,159
44,1415.51,553.21,47.56,9052.49,2388.1,521.02,8.4453,23.3008,393,158
45,1414.97,553.38,47.83,9060.31,2388.15,521.22,8.4486,23.2148,393,157
46,1408.89,553.36,47.71,9052.33,2388.14,521.4,8.4494,23.2489,393,156
47,1408.93,553.15,47.43,9062.54,2388.13,521.36,8.4544,23.2815,394,155
48,1409.54,553.06,47.47,9060.28,2388.12,521.23,8.4226,23.1818,394,154
49,1417.22,552.79,47.47,9060.24,2388.11,521.08,8.442,23.2633,394,153
50,1403.1,553.14,47.55,9067.4,2388.11,521.61,8.4307,23.2547,394,152
51,1409.71,553.29,47.47,9056.34,2388.12,521.8,8.4679,23.3029,394,151
52,1414.12,553.9,47.55,9055.65,2388.09,521.41,8.4129,23.2568,394,150
53,1408.88,552.92,47.73,9059.56,2388.15,521.03,8.4671,23.1943,395,149
54,1416.68,553.9,47.53,9055.4,2388.13,520.88,8.4681,23.2738,393,148
55,1415.68,553.57,47.67,9052.59,2388.12,520.55,8.4184,23.2539,393,147
56,1408.46,553.04,47.6,9059.12,2388.16,521.08,8.4717,23.2673,393,146
57,1402.9,552.9,47.54,9060.24,2388.17,520.84,8.445,23.3415,393,145
58,1403.32,552.78,47.63,9058.83,2388.14,521.54,8.4731,23.3335,393,144
59,1400.97,552.59,47.57,9061.22,2388.13,521.29,8.442,23.3047,394,143
60,1409.74,553.68,47.44,9060.11,2388.11,521.12,8.4498,23.1931,393,142
61,1417.56,552.48,47.7,9049.6,2388.11,520.96,8.4475,23.271,393,141
62,1402.78,553.25,47.47,9058.88,2388.08,521.65,8.444,23.3647,393,140
63,1409.87,552.71,47.45,9055.66,2388.16,520.53,8.4613,23.2543,394,139
64,1409.16,553.61,47.65,9058.02,2388.15,521.17,8.4548,23.2712,392,138
65,1414.62,552.51,47.7,9060.44,2388.16,521.41,8.4466,23.2587,394,137
66,1407.56,553.12,47.59,9058.21,2388.1,521.37,8.4447,23.2472,393,136
67,1409.7,553.03,47.39,9059.8,2388.13,521.4,8.4281,23.3265,394,135
68,1416.1,552.73,47.66,9057.72,2388.13,521.35,8.4586,23.2804,393,134
69,1416.27,553.28,47.81,9060.21,2388.17,521.14,8.4774,23.1921,396,133
70,1413.74,553.08,47.61,9058.48,2388.1,520.57,8.4445,23.204,395,132
71,1418.16,553.43,47.61,9063.98,2388.12,521.22,8.4825,23.2272,393,131
72,1405.17,553.33,47.57,9062.7,2388.11,520.67,8.4708,23.3511,394,130
73,1402.3,552.8,47.76,9050.38,2388.14,521.17,8.4468,23.1808,393,129
74,1412.25,553.62,47.83,9065.44,2388.07,520.88,8.4377,23.2573,391,128
75,1409.56,553.05,47.54,9055.93,2388.11,520.67,8.4897,23.2773,394,127
76,1414.12,552.81,47.53,9059.05,2388.13,521.18,8.4501,23.2404,395,126
77,1416.03,554.19,47.72,9062.67,2388.16,521.26,8.4648,23.21,396,125
78,1414.81,553.62,47.49,9056.67,2388.1,521.19,8.4339,23.2255,394,124
79,1415.86,553.42,47.54,9060.69,2388.1,521.08,8.4597,23.2807,395,123
80,1409.21,552.71,47.61,9057.19,2388.16,521.43,8.4394,23.2244,395,122
81,1411.62,553.2,47.74,9060.08,2388.13,521.1,8.4399,23.2573,395,121
82,1417.75,553.82,47.59,9057.91,2388.13,521.12,8.4704,23.2523,394,120
83,1413.06,553.4,47.81,9064.88,2388.15,520.55,8.4451,23.3822,394,119
84,1405.82,552.79,47.63,9064.7,2388.17,521.19,8.4846,23.2592,394,118
85,1411.98,552.9,47.68,9058.99,2388.12,521.17,8.4344,23.2869,394,117
86,1412.75,552.93,47.76,9063.71,2388.09,520.97,8.4785,23.3101,393,116
87,1413.86,552.63,47.67,9062.01,2388.12,521.11,8.4382,23.1691,395,115
88,1410.91,553.72,47.58,9059.84,2388.17,521.35,8.4497,23.2787,393,114
89,1415.66,553.15,47.9,9061.46,2388.09,520.96,8.4524,23.2547,393,113
90,1414.86,553.25,47.64,9058.6,2388.11,521.32,8.4287,23.2608,394,112
91,1414.37,553.17,47.75,9060.47,2388.16,521.0,8.4128,23.3443,395,111
92,1404.11,552.9,47.8,9060.41,2388.15,520.49,8.4608,23.2315,393,110
93,1411.15,553.2,47.86,9062.02,2388.12,520.78,8.4515,23.2976,394,109
94,1419.34,553.62,47.66,9068.26,2388.1,521.56,8.4745,23.3304,394,108
95,1412.0,553.4,47.47,9063.0,2388.16,521.17,8.4248,23.2198,396,107
96,1411.8,552.41,47.65,9066.07,2388.15,520.92,8.4746,23.2604,393,106
97,1414.21,553.34,47.61,9069.06,2388.12,520.9,8.5105,23.2791,394,105
98,1412.73,551.88,47.78,9058.0,2388.14,520.7,8.4678,23.1751,393,104
99,1419.54,552.34,47.91,9063.38,2388.17,521.12,8.453,23.2433,394,103
100,1414.52,552.69,47.56,9061.1,2388.14,521.3,8.4624,23.3214,394,102
101,1420.26,553.09,47.67,9055.47,2388.14,521.2,8.4544,23.3497,392,101
102,1413.87,552.98,47.63,9060.1,2388.16,520.74,8.4824,23.2184,394,100
103,1416.52,553.56,47.73,9061.9,2388.15,520.89,8.415,23.2684,393,99
104,1415.8,552.85,47.46,9061.71,2388.15,521.19,8.4582,23.2951,394,98
105,1408.71,552.22,47.51,9065.97,2388.15,521.64,8.4581,23.2741,395,97
106,1407.56,552.49,47.82,9067.69,2388.1,521.37,8.4583,23.1354,396,96
107,1410.4,552.66,47.77,9054.77,2388.08,520.89,8.4657,23.3389,393,95
108,1424.91,553.35,47.77,9064.41,2388.17,521.24,8.4988,23.2784,394,94
109,1416.95,552.88,47.74,9063.88,2388.12,521.26,8.4708,23.2588,395,93
110,1415.97,552.3,47.64,9064.26,2388.1,520.87,8.4598,23.2856,394,92
111,1411.27,552.81,47.69,9061.62,2388.13,520.65,8.4786,23.1634,394,91
112,1414.03,552.76,47.49,9057.58,2388.18,521.07,8.46,23.1704,395,90
113,1409.87,552.8,47.57,9066.9,2388.14,521.01,8.4542,23.0468,394,89
114,1408.49,554.14,47.75,9065.7,2388.14,520.87,8.4339,23.2465,395,88
115,1417.39,552.21,47.83,9063.2,2388.15,519.89,8.4419,23.2338,394,87
116,1416.41,552.84,47.67,9060.63,2388.16,520.94,8.503,23.1902,394,86
117,1412.77,552.35,47.59,9068.35,2388.14,521.88,8.4263,23.2963,394,85
118,1419.06,552.79,47.72,9062.46,2388.18,521.44,8.4408,23.1515,394,84
119,1417.38,552.22,47.76,9062.0,2388.14,520.55,8.4678,23.1895,393,83
120,1422.37,551.69,47.62,9062.33,2388.18,520.91,8.4812,23.3044,396,82
121,1414.32,553.09,47.8,9063.8,2388.19,520.9,8.4524,23.2779,394,81
122,1413.46,552.98,47.64,9060.46,2388.14,521.01,8.4636,23.3088,393,80
123,1415.26,553.2,47.83,9060.27,2388.08,521.07,8.45,23.2762,395,79
124,1419.95,553.41,47.75,9055.93,2388.19,520.93,8.4742,23.1313,395,78
125,1421.01,552.43,47.66,9070.17,2388.17,521.15,8.4656,23.291,393,77
126,1419.02,552.45,47.74,9059.16,2388.1,520.71,8.4869,23.2647,394,76
127,1422.39,552.43,47.75,9066.86,2388.17,520.87,8.4927,23.2664,393,75
128,1417.57,552.24,47.8,9064.82,2388.16,520.53,8.4474,23.2567,394,74
129,1410.47,553.39,47.73,9058.84,2388.16,520.13,8.4682,23.2738,392,73
130,1413.36,552.69,47.83,9064.78,2388.14,520.84,8.4586,23.3396,393,72
131,1406.56,552.43,47.98,9059.3,2388.11,521.24,8.4815,23.2253,395,71
132,1408.12,552.28,47.88,9058.62,2388.15,520.75,8.4716,23.2315,395,70
133,1419.62,552.28,47.88,9062.54,2388.17,520.14,8.4992,23.1822,396,69
134,1415.18,552.55,47.74,9068.98,2388.14,520.71,8.4808,23.2054,395,68
135,1415.79,552.26,47.78,9073.15,2388.14,520.46,8.4666,23.2248,392,67
136,1417.48,552.9,47.81,9070.69,2388.12,520.56,8.4465,23.2477,392,66
137,1421.71,553.24,47.94,9056.47,2388.1,520.89,8.477,23.311,394,65
138,1409.1,553.06,47.75,9060.8,2388.16,521.04,8.4619,23.1605,395,64
139,1413.41,553.1,47.76,9063.01,2388.15,520.97,8.4995,23.2345,395,63
140,1415.92,552.44,47.88,9065.47,2388.16,520.92,8.4526,23.2401,395,62
141,1417.8,551.62,47.84,9059.61,2388.15,520.34,8.476,23.2957,393,61
142,1414.81,553.17,47.94,9069.69,2388.15,520.9,8.4578,23.2085,394,60
143,1419.5,552.29,47.66,9066.22,2388.16,520.61,8.4577,23.1781,396,59
144,1424.16,551.89,47.67,9057.48,2388.14,520.34,8.4973,23.1494,395,58
145,1423.21,553.07,47.75,9067.37,2388.13,520.87,8.4644,23.2505,393,57
146,1416.72,552.51,48.01,9066.46,2388.16,520.22,8.4699,23.3421,397,56
147,1406.65,551.55,47.81,9062.84,2388.12,520.55,8.4919,23.0992,394,55
148,1418.66,552.68,47.84,9066.51,2388.14,520.62,8.469,23.2967,394,54
149,1414.91,551.77,47.83,9066.78,2388.17,520.6,8.4372,23.2616,395,53
150,1419.76,552.68,47.8,9063.8,2388.15,520.62,8.4942,23.1884,394,52
151,1419.09,552.87,47.89,9068.31,2388.15,520.45,8.4948,23.2189,394,51
152,1421.02,552.2,47.6,9069.14,2388.19,520.93,8.4759,23.2067,396,50
153,1415.28,552.16,47.86,9071.17,2388.12,520.64,8.4999,23.2127,394,49
154,1417.85,552.49,47.75,9066.41,2388.15,520.09,8.4818,23.2545,394,48
155,1415.53,552.36,47.98,9059.23,2388.17,520.51,8.4715,23.2333,394,47
156,1420.74,551.6,47.82,9067.04,2388.12,520.5,8.4989,23.1317,394,46
157,1421.25,551.99,47.83,9063.43,2388.19,520.69,8.4552,23.1973,395,45
158,1419.9,552.39,47.93,9066.07,2388.15,520.43,8.4841,23.1794,396,44
159,1420.58,552.43,47.88,9069.03,2388.19,520.7,8.5028,23.1644,395,43
160,1415.26,551.86,47.64,9069.04,2388.16,520.49,8.5108,23.088,394,42
161,1429.6,552.66,47.93,9073.96,2388.12,520.6,8.4925,23.275,394,41
162,1416.59,551.07,47.84,9066.74,2388.14,520.58,8.4878,23.2219,394,40
163,1419.21,552.21,47.91,9068.66,2388.2,520.62,8.4651,23.1543,395,39
164,1420.32,551.87,47.78,9065.5,2388.2,520.12,8.5046,23.2115,397,38
165,1425.76,551.94,48.04,9066.27,2388.21,520.26,8.4755,23.1956,395,37
166,1418.03,552.11,48.03,9063.1,2388.19,520.96,8.4823,23.1222,396,36
167,1418.23,552.24,47.85,9063.69,2388.16,520.18,8.5379,23.0667,395,35
168,1418.4,551.6,47.85,9068.96,2388.21,520.42,8.5061,23.0721,395,34
169,1420.05,552.21,47.91,9063.12,2388.18,520.15,8.4889,23.2362,395,33
170,1419.86,552.25,47.92,9063.88,2388.2,520.46,8.5163,23.1193,396,32
171,1420.62,552.39,48.08,9072.58,2388.21,520.06,8.4847,23.1056,395,31
172,1425.51,552.54,47.94,9072.12,2388.18,520.47,8.5346,23.1045,395,30
173,1421.27,552.4,47.82,9066.98,2388.21,520.44,8.4888,23.1389,396,29
174,1419.28,552.17,47.9,9073.07,2388.21,520.57,8.4928,23.2622,394,28
175,1423.58,552.57,48.04,9066.12,2388.19,519.96,8.5161,23.1516,393,27
176,1420.84,552.13,48.02,9069.49,2388.2,520.85,8.4722,23.105,394,26
177,1419.93,551.87,47.93,9072.37,2388.2,519.71,8.5005,23.0751,395,25
178,1421.71,551.96,48.08,9066.94,2388.2,520.44,8.4975,23.2215,395,24
179,1424.47,552.02,47.77,9074.82,2388.25,520.33,8.4591,23.0994,395,23
180,1422.79,551.81,48.17,9073.91,2388.19,520.21,8.5092,23.2195,396,22
181,1428.92,551.94,47.83,9077.12,2388.21,519.83,8.5068,23.0904,397,21
182,1425.6,552.14,48.0,9081.19,2388.23,519.96,8.5067,23.1849,396,20
183,1429.44,551.92,47.89,9074.69,2388.2,520.04,8.5367,23.1005,395,19
184,1437.07,551.37,47.91,9077.42,2388.17,520.25,8.4956,23.1035,396,18
185,1424.0,552.34,48.09,9068.9,2388.22,519.82,8.505,23.1959,396,17
186,1419.24,551.63,47.98,9065.7,2388.19,519.83,8.4989,23.1281,396,16
187,1427.54,552.1,48.06,9070.75,2388.23,520.19,8.5204,23.0466,396,15
188,1423.66,551.36,48.1,9073.87,2388.25,520.36,8.5068,23.0917,395,14
189,1426.83,552.12,48.21,9071.12,2388.23,520.13,8.5018,23.1488,396,13
190,1426.16,551.67,48.05,9065.47,2388.26,519.9,8.5197,23.0412,396,12
191,1425.71,551.74,47.99,9072.43,2388.26,519.83,8.531,23.0688,397,11
192,1425.65,551.2,48.24,9075.68,2388.26,519.84,8.4995,23.0324,396,10
193,1428.99,551.91,48.14,9076.2,2388.24,519.87,8.4859,23.1854,395,9
194,1429.25,551.57,48.17,9078.85,2388.18,520.3,8.5307,22.9917,397,8
195,1426.74,551.89,48.07,9078.36,2388.27,519.58,8.5285,23.1756,396,7
196,1422.52,551.58,48.0,9079.1,2388.24,519.85,8.5333,23.091,396,6
197,1434.96,551.35,48.28,9078.31,2388.23,519.82,8.5088,23.1617,397,5
198,1424.13,550.99,47.98,9075.72,2388.2,519.3,8.5147,23.1127,396,4
199,1430.21,551.22,48.15,9078.0,2388.25,519.89,8.4984,23.0267,397,3
200,1431.68,551.1,48.13,9077.16,2388.26,519.5,8.5277,23.0516,395,2
201,1429.37,551.13,48.31,9074.71,2388.23,519.56,8.5424,22.9784,395,1
202,1429.38,551.53,48.19,9071.25,2388.25,519.38,8.5382,23.1412,396,0
1,1398.16,553.89,47.28,9062.52,2388.04,521.92,8.4813,23.3564,391,312
2,1404.59,553.72,47.23,9060.29,2388.04,521.72,8.3883,23.4387,393,311
3,1408.07,553.63,47.16,9069.27,2388.02,522.17,8.4786,23.3917,391,310
4,1398.73,553.5,47.28,9063.39,2388.09,522.04,8.4327,23.486,392,309
5,1395.19,554.75,47.36,9067.98,2388.06,521.9,8.4489,23.3165,392,308
6,1401.03,553.46,47.48,9063.97,2388.03,521.96,8.4434,23.3504,393,307
7,1403.27,554.28,47.34,9063.91,2388.09,522.06,8.414,23.2431,392,306
8,1402.44,554.18,47.49,9059.68,2388.06,521.84,8.4307,23.3818,394,305
9,1401.75,553.15,47.37,9060.99,2388.06,521.87,8.4691,23.3086,391,304
10,1406.78,553.05,47.42,9058.78,2388.08,521.88,8.3857,23.3331,392,303
11,1400.88,553.92,47.24,9056.72,2388.05,522.33,8.4332,23.3903,394,302
12,1398.12,553.63,47.41,9063.19,2388.04,521.69,8.3826,23.3721,393,301
13,1404.68,554.04,47.28,9068.16,2388.05,521.97,8.4271,23.3479,393,300
14,1403.96,553.65,47.51,9066.08,2388.07,521.67,8.3974,23.3415,391,299
15,1404.09,554.36,47.47,9061.94,2388.01,521.4,8.4485,23.3592,392,298
16,1402.98,553.72,47.24,9068.27,2388.04,521.43,8.3969,23.4165,393,297
17,1398.96,554.55,47.32,9061.57,2388.09,521.76,8.4572,23.3873,393,296
18,1401.05,553.7,47.41,9065.24,2388.1,521.96,8.4449,23.4166,392,295
19,1402.67,554.38,47.33,9064.2,2388.02,522.49,8.4132,23.3814,392,294
20,1408.78,554.04,47.33,9062.55,2388.05,521.34,8.4208,23.3844,393,293
21,1405.31,553.73,47.4,9071.19,2388.03,521.12,8.3852,23.4221,392,292
22,1401.01,554.14,47.51,9064.81,2388.05,522.15,8.4196,23.4419,393,291
23,1404.88,553.08,47.32,9062.69,2388.03,521.34,8.428,23.3601,394,290
24,1402.23,554.35,47.41,9067.25,2388.06,522.21,8.4191,23.3537,391,289
25,1403.55,553.83,47.43,9072.62,2388.06,521.92,8.4035,23.3928,391,288
26,1406.44,554.38,47.41,9068.83,2388.06,521.92,8.4408,23.3136,392,287
27,1399.7,554.06,47.68,9063.93,2388.04,521.64,8.434,23.3395,392,286
28,1408.01,553.88,47.43,9066.58,2388.04,521.61,8.4167,23.4591,391,285
29,1408.16,554.6,47.51,9060.51,2388.01,522.37,8.3978,23.3693,394,284
30,1413.82,553.17,47.38,9064.37,2388.1,521.62,8.4273,23.3409,394,283
31,1398.18,553.53,47.4,9061.49,2388.05,521.67,8.4283,23.3836,392,282
32,1404.26,553.55,47.3,9061.85,2388.08,521.6,8.4452,23.2932,392,281
33,1398.94,553.75,47.35,9063.22,2388.03,521.99,8.4203,23.3595,393,280
34,1399.27,553.78,47.47,9062.39,2388.05,521.61,8.3896,23.3112,394,279
35,1398.77,553.53,47.59,9070.99,2388.06,521.68,8.42,23.3141,391,278
36,1403.38,553.58,47.33,9063.05,2388.09,521.92,8.4532,23.3022,393,277
37,1398.8,553.36,47.36,9058.48,2388.0,522.05,8.4271,23.2336,392,276
38,1406.64,554.0,47.48,9064.0,2388.01,522.37,8.4275,23.4425,392,275
39,1398.47,553.58,47.44,9066.8,2388.03,521.69,8.417,23.3586,391,274
40,1405.7,553.16,47.28,9060.04,2388.04,521.57,8.3888,23.2687,392,273
41,1403.61,553.97,47.18,9061.91,2388.04,522.33,8.409,23.3984,393,272
42,1399.03,554.1,47.47,9064.66,2388.01,522.01,8.4472,23.372,392,271
43,1400.39,554.28,47.37,9057.62,2388.05,521.63,8.4135,23.3985,392,270
44,1402.09,553.71,47.32,9063.6,2388.07,521.83,8.3834,23.3666,392,269
45,1404.07,554.11,47.31,9061.75,2388.05,521.28,8.4168,23.3902,391,268
46,1407.95,553.7,47.35,9065.58,2388.03,522.05,8.3849,23.3054,394,267
47,1412.07,553.57,47.51,9057.16,2388.12,522.6,8.4189,23.3956,392,266
48,1399.78,553.16,47.5,9062.81,2388.02,521.55,8.4532,23.3201,393,265
49,1404.1,553.19,47.3,9065.42,2388.07,521.71,8.4252,23.3253,391,264
50,1408.79,553.51,47.47,9064.85,2388.05,521.8,8.4051,23.2832,390,263
51,1403.38,554.19,47.24,9066.56,2388.08,521.64,8.4093,23.4427,392,262
52,1405.64,554.16,47.3,9069.43,2388.11,521.84,8.4428,23.3491,394,261
